"School Year","Division Number","Division Name","Subject","English Learner","Test Level","Test Source","Test","Pass Advanced Count","Pass Proficient Count","Fail Count","Pass Count","Total Count","Pass Advanced Rate","Pass Proficient Rate","Fail Rate","Pass Rate","Average SOL Scaled Score"
"2013-2014","109","Falls Church City","English:Reading","N","Grade 4","SOL","English Reading","52","95","14","147","161","32.30","59.01","8.70","91.30","473"
"2013-2014","109","Falls Church City","English:Reading","N","Grade 5","SOL","English Reading","86","63","16","149","165","52.12","38.18","9.70","90.30","491"
"2013-2014","109","Falls Church City","English:Reading","N","Grade 6","SOL","English Reading","49","100","7","149","156","31.41","64.10","4.49","95.51","483"
"2013-2014","109","Falls Church City","English:Reading","N","Grade 7","SOL","English Reading","48","116","6","164","170","28.24","68.24","3.53","96.47","476"
"2013-2014","109","Falls Church City","English:Reading","N","Grade 8","SOL","English Reading","38","125","10","163","173","21.97","72.25","5.78","94.22","468"
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","12","<","<",">50","<50","348"
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 4","SOL","English Reading","2","8","5","10","15","13.33","53.33","33.33","66.67","427"
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","11","<","<",">50","<50","376"
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","414"
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","109","Falls Church City","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","30","Fauquier County","English:Reading","N","Grade 3","SOL","English Reading","109","375","173","484","657","16.59","57.08","26.33","73.67","444"
"2013-2014","30","Fauquier County","English:Reading","N","Grade 4","SOL","English Reading","144","398","167","542","709","20.31","56.14","23.55","76.45","447"
"2013-2014","30","Fauquier County","English:Reading","N","Grade 5","SOL","English Reading","172","338","169","510","679","25.33","49.78","24.89","75.11","449"
"2013-2014","30","Fauquier County","English:Reading","N","Grade 6","SOL","English Reading","122","488","199","610","809","15.08","60.32","24.60","75.40","441"
"2013-2014","30","Fauquier County","English:Reading","N","Grade 7","SOL","English Reading","148","531","140","679","819","18.07","64.84","17.09","82.91","450"
"2013-2014","30","Fauquier County","English:Reading","N","Grade 8","SOL","English Reading","51","536","272","587","859","5.94","62.40","31.66","68.34","423"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 3","SOL","English Reading","2","36","37","38","75","2.67","48.00","49.33","50.67","396"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 4","SOL","English Reading","5","47","37","52","89","5.62","52.81","41.57","58.43","405"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 5","SOL","English Reading","6","26","18","32","50","12.00","52.00","36.00","64.00","413"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 6","SOL","English Reading","1","17","19","18","37","2.70","45.95","51.35","48.65","397"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 7","SOL","English Reading","1","15","19","16","35","2.86","42.86","54.29","45.71","387"
"2013-2014","30","Fauquier County","English:Reading","Y","Grade 8","SOL","English Reading","1","9","19","10","29","3.45","31.03","65.52","34.48","374"
"2013-2014","31","Floyd County","English:Reading","N","Grade 3","SOL","English Reading","24","84","31","108","139","17.27","60.43","22.30","77.70","444"
"2013-2014","31","Floyd County","English:Reading","N","Grade 4","SOL","English Reading","24","88","49","112","161","14.91","54.66","30.43","69.57","434"
"2013-2014","31","Floyd County","English:Reading","N","Grade 5","SOL","English Reading","28","85","35","113","148","18.92","57.43","23.65","76.35","447"
"2013-2014","31","Floyd County","English:Reading","N","Grade 6","SOL","English Reading","31","74","31","105","136","22.79","54.41","22.79","77.21","449"
"2013-2014","31","Floyd County","English:Reading","N","Grade 7","SOL","English Reading","24","96","35","120","155","15.48","61.94","22.58","77.42","445"
"2013-2014","31","Floyd County","English:Reading","N","Grade 8","SOL","English Reading","25","95","51","120","171","14.62","55.56","29.82","70.18","426"
"2013-2014","31","Floyd County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","403"
"2013-2014","31","Floyd County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","316"
"2013-2014","31","Floyd County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","31","Floyd County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","31","Floyd County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","31","Floyd County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 3","SOL","English Reading","43","144","89","187","276","15.58","52.17","32.25","67.75","427"
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 4","SOL","English Reading","63","139","73","202","275","22.91","50.55","26.55","73.45","448"
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 5","SOL","English Reading","44","160","64","204","268","16.42","59.70","23.88","76.12","437"
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 6","SOL","English Reading","49","158","66","207","273","17.95","57.88","24.18","75.82","440"
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 7","SOL","English Reading","36","142","72","178","250","14.40","56.80","28.80","71.20","430"
"2013-2014","32","Fluvanna County","English:Reading","N","Grade 8","SOL","English Reading","18","174","96","192","288","6.25","60.42","33.33","66.67","419"
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","379"
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","381"
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","32","Fluvanna County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","135","Franklin City","English:Reading","N","Grade 3","SOL","English Reading","4","38","49","42","91","4.40","41.76","53.85","46.15","394"
"2013-2014","135","Franklin City","English:Reading","N","Grade 4","SOL","English Reading","9","26","63","35","98","9.18","26.53","64.29","35.71","381"
"2013-2014","135","Franklin City","English:Reading","N","Grade 5","SOL","English Reading","6","27","63","33","96","6.25","28.13","65.63","34.38","390"
"2013-2014","135","Franklin City","English:Reading","N","Grade 6","SOL","English Reading","3","55","25","58","83","3.61","66.27","30.12","69.88","422"
"2013-2014","135","Franklin City","English:Reading","N","Grade 7","SOL","English Reading","2","44","24","46","70","2.86","62.86","34.29","65.71","415"
"2013-2014","135","Franklin City","English:Reading","N","Grade 8","SOL","English Reading","4","48","37","52","89","4.49","53.93","41.57","58.43","403"
"2013-2014","135","Franklin City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","135","Franklin City","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","33","Franklin County","English:Reading","N","Grade 3","SOL","English Reading","86","305","110","391","501","17.17","60.88","21.96","78.04","444"
"2013-2014","33","Franklin County","English:Reading","N","Grade 4","SOL","English Reading","99","291","124","390","514","19.26","56.61","24.12","75.88","449"
"2013-2014","33","Franklin County","English:Reading","N","Grade 5","SOL","English Reading","113","301","93","414","507","22.29","59.37","18.34","81.66","452"
"2013-2014","33","Franklin County","English:Reading","N","Grade 6","SOL","English Reading","93","303","104","396","500","18.60","60.60","20.80","79.20","447"
"2013-2014","33","Franklin County","English:Reading","N","Grade 7","SOL","English Reading","89","393","118","482","600","14.83","65.50","19.67","80.33","444"
"2013-2014","33","Franklin County","English:Reading","N","Grade 8","SOL","English Reading","44","351","159","395","554","7.94","63.36","28.70","71.30","424"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 3","SOL","English Reading","0","13","2","13","15",".00","86.67","13.33","86.67","436"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 4","SOL","English Reading","2","15","7","17","24","8.33","62.50","29.17","70.83","430"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 5","SOL","English Reading","0","8","6","8","14",".00","57.14","42.86","57.14","411"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","13","<","<",">50","<50","381"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","413"
"2013-2014","33","Franklin County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","34","Frederick County","English:Reading","N","Grade 3","SOL","English Reading","154","442","283","596","879","17.52","50.28","32.20","67.80","433"
"2013-2014","34","Frederick County","English:Reading","N","Grade 4","SOL","English Reading","138","478","271","616","887","15.56","53.89","30.55","69.45","434"
"2013-2014","34","Frederick County","English:Reading","N","Grade 5","SOL","English Reading","210","438","294","648","942","22.29","46.50","31.21","68.79","437"
"2013-2014","34","Frederick County","English:Reading","N","Grade 6","SOL","English Reading","99","505","300","604","904","10.95","55.86","33.19","66.81","427"
"2013-2014","34","Frederick County","English:Reading","N","Grade 7","SOL","English Reading","110","598","267","708","975","11.28","61.33","27.38","72.62","432"
"2013-2014","34","Frederick County","English:Reading","N","Grade 8","SOL","English Reading","71","619","313","690","1,003","7.08","61.71","31.21","68.79","426"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 3","SOL","English Reading","2","29","70","31","101","1.98","28.71","69.31","30.69","375"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 4","SOL","English Reading","3","28","58","31","89","3.37","31.46","65.17","34.83","385"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 5","SOL","English Reading","4","24","35","28","63","6.35","38.10","55.56","44.44","388"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 6","SOL","English Reading","0","10","26","10","36",".00","27.78","72.22","27.78","373"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 7","SOL","English Reading","0","5","23","5","28",".00","17.86","82.14","17.86","374"
"2013-2014","34","Frederick County","English:Reading","Y","Grade 8","SOL","English Reading","0","4","26","4","30",".00","13.33","86.67","13.33","356"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 3","SOL","English Reading","34","82","76","116","192","17.71","42.71","39.58","60.42","427"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 4","SOL","English Reading","26","93","61","119","180","14.44","51.67","33.89","66.11","424"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 5","SOL","English Reading","54","79","42","133","175","30.86","45.14","24.00","76.00","454"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 6","SOL","English Reading","26","110","67","136","203","12.81","54.19","33.00","67.00","427"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 7","SOL","English Reading","28","107","52","135","187","14.97","57.22","27.81","72.19","437"
"2013-2014","110","Fredericksburg City","English:Reading","N","Grade 8","SOL","English Reading","19","119","72","138","210","9.05","56.67","34.29","65.71","419"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 3","SOL","English Reading","3","18","16","21","37","8.11","48.65","43.24","56.76","413"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 4","SOL","English Reading","2","14","14","16","30","6.67","46.67","46.67","53.33","409"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 5","SOL","English Reading","7","8","9","15","24","29.17","33.33","37.50","62.50","428"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 6","SOL","English Reading","3","17","22","20","42","7.14","40.48","52.38","47.62","400"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 7","SOL","English Reading","0","13","10","13","23",".00","56.52","43.48","56.52","393"
"2013-2014","110","Fredericksburg City","English:Reading","Y","Grade 8","SOL","English Reading","1","15","8","16","24","4.17","62.50","33.33","66.67","408"
"2013-2014","111","Galax City","English:Reading","N","Grade 3","SOL","English Reading","18","36","10","54","64","28.13","56.25","15.63","84.38","458"
"2013-2014","111","Galax City","English:Reading","N","Grade 4","SOL","English Reading","9","33","27","42","69","13.04","47.83","39.13","60.87","430"
"2013-2014","111","Galax City","English:Reading","N","Grade 5","SOL","English Reading","14","27","19","41","60","23.33","45.00","31.67","68.33","437"
"2013-2014","111","Galax City","English:Reading","N","Grade 6","SOL","English Reading","7","49","30","56","86","8.14","56.98","34.88","65.12","422"
"2013-2014","111","Galax City","English:Reading","N","Grade 7","SOL","English Reading","7","60","14","67","81","8.64","74.07","17.28","82.72","438"
"2013-2014","111","Galax City","English:Reading","N","Grade 8","SOL","English Reading","9","56","19","65","84","10.71","66.67","22.62","77.38","436"
"2013-2014","111","Galax City","English:Reading","Y","Grade 3","SOL","English Reading","2","8","10","10","20","10.00","40.00","50.00","50.00","409"
"2013-2014","111","Galax City","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","393"
"2013-2014","111","Galax City","English:Reading","Y","Grade 5","SOL","English Reading","1","8","7","9","16","6.25","50.00","43.75","56.25","411"
"2013-2014","111","Galax City","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","19","<","<",">50","<50","398"
"2013-2014","111","Galax City","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","17","<","<",">50","<50","394"
"2013-2014","111","Galax City","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","11","<","<",">50","<50","360"
"2013-2014","35","Giles County","English:Reading","N","Grade 3","SOL","English Reading","16","83","52","99","151","10.60","54.97","34.44","65.56","423"
"2013-2014","35","Giles County","English:Reading","N","Grade 4","SOL","English Reading","26","92","37","118","155","16.77","59.35","23.87","76.13","443"
"2013-2014","35","Giles County","English:Reading","N","Grade 5","SOL","English Reading","44","104","52","148","200","22.00","52.00","26.00","74.00","442"
"2013-2014","35","Giles County","English:Reading","N","Grade 6","SOL","English Reading","25","106","36","131","167","14.97","63.47","21.56","78.44","447"
"2013-2014","35","Giles County","English:Reading","N","Grade 7","SOL","English Reading","37","130","47","167","214","17.29","60.75","21.96","78.04","445"
"2013-2014","35","Giles County","English:Reading","N","Grade 8","SOL","English Reading","19","133","81","152","233","8.15","57.08","34.76","65.24","419"
"2013-2014","35","Giles County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","36","Gloucester County","English:Reading","N","Grade 3","SOL","English Reading","61","190","105","251","356","17.13","53.37","29.49","70.51","436"
"2013-2014","36","Gloucester County","English:Reading","N","Grade 4","SOL","English Reading","96","245","87","341","428","22.43","57.24","20.33","79.67","455"
"2013-2014","36","Gloucester County","English:Reading","N","Grade 5","SOL","English Reading","109","210","96","319","415","26.27","50.60","23.13","76.87","452"
"2013-2014","36","Gloucester County","English:Reading","N","Grade 6","SOL","English Reading","57","264","109","321","430","13.26","61.40","25.35","74.65","442"
"2013-2014","36","Gloucester County","English:Reading","N","Grade 7","SOL","English Reading","58","240","71","298","369","15.72","65.04","19.24","80.76","446"
"2013-2014","36","Gloucester County","English:Reading","N","Grade 8","SOL","English Reading","31","239","192","270","462","6.71","51.73","41.56","58.44","416"
"2013-2014","36","Gloucester County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","366"
"2013-2014","36","Gloucester County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","36","Gloucester County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","36","Gloucester County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","36","Gloucester County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","37","Goochland County","English:Reading","N","Grade 3","SOL","English Reading","37","95","30","132","162","22.84","58.64","18.52","81.48","453"
"2013-2014","37","Goochland County","English:Reading","N","Grade 4","SOL","English Reading","37","81","40","118","158","23.42","51.27","25.32","74.68","451"
"2013-2014","37","Goochland County","English:Reading","N","Grade 5","SOL","English Reading","53","99","26","152","178","29.78","55.62","14.61","85.39","464"
"2013-2014","37","Goochland County","English:Reading","N","Grade 6","SOL","English Reading","25","119","42","144","186","13.44","63.98","22.58","77.42","441"
"2013-2014","37","Goochland County","English:Reading","N","Grade 7","SOL","English Reading","39","122","30","161","191","20.42","63.87","15.71","84.29","454"
"2013-2014","37","Goochland County","English:Reading","N","Grade 8","SOL","English Reading","12","129","31","141","172","6.98","75.00","18.02","81.98","437"
"2013-2014","37","Goochland County","English:Reading","Y","Grade 3","SOL","English Reading","<","<","<","<","<","<","<","<50",">50","388"
"2013-2014","37","Goochland County","English:Reading","Y","Grade 4","SOL","English Reading","<","<","<","<","<","<","<",">50","<50","361"
"2013-2014","37","Goochland County","English:Reading","Y","Grade 5","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","37","Goochland County","English:Reading","Y","Grade 6","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","37","Goochland County","English:Reading","Y","Grade 7","SOL","English Reading","<","<","<","<","<","<","<","<50",">50",""
"2013-2014","37","Goochland County","English:Reading","Y","Grade 8","SOL","English Reading","<","<","<","<","<","<","<",">50","<50",""
"2013-2014","38","Grayson County","English:Reading","N","Grade 3","SOL","English Reading","14","62","46","76","122","11.48","50.82","37.70","62.30","419"
"2013-2014","38","Grayson County","English:Reading","N","Grade 4","SOL","English Reading","14","51","34","65","99","14.14","51.52","34.34","65.66","429"
"2013-2014","38","Grayson County","English:Reading","N","Grade 5","SOL","English Reading","10","76","41","86","127","7.87","59.84","32.28","67.72","424"
